iter	Passed	Remaining
200	1085	4316
201	1092	4315
202	1096	4304
203	1098	4286
204	1102	4273
205	1108	4271
206	1111	4257
207	1113	4240
208	1116	4223
209	1122	4222
210	1125	4208
211	1127	4192
212	1131	4180
213	1134	4165
214	1139	4162
215	1142	4145
216	1144	4128
217	1146	4112
218	1150	4103
219	1154	4092
220	1157	4078
221	1159	4063
222	1161	4046
223	1165	4038
224	1168	4024
225	1170	4008
226	1172	3991
227	1176	3984
228	1187	3998
229	1189	3983
230	1191	3967
231	1199	3971
232	1205	3968
233	1214	3977
234	1222	3980
235	1228	3975
236	1234	3973
237	1239	3968
238	1241	3952
239	1244	3940
240	1249	3936
241	1256	3936
242	1259	3924
243	1263	3914
244	1265	3900
245	1277	3917
246	1288	3928
247	1292	3919
248	1295	3907
249	1301	3903
250	1305	3894
251	1311	3892
252	1315	3883
253	1317	3869
254	1320	3859
255	1323	3846
256	1334	3859
257	1339	3851
258	1344	3846
259	1347	3835
260	1352	3830
261	1356	3820
262	1360	3811
263	1364	3804
264	1369	3799
265	1372	3787
266	1376	3777
267	1378	3765
268	1381	3753
269	1384	3742
270	1386	3730
271	1392	3728
272	1398	3724
273	1403	3717
274	1409	3715
275	1411	3703
276	1413	3690
277	1415	3676
278	1417	3662
279	1419	3649
280	1422	3638
281	1424	3626
282	1426	3614
283	1428	3600
284	1430	3587
285	1432	3576
286	1436	3567
287	1437	3554
288	1439	3542
289	1441	3530
290	1443	3517
291	1445	3504
292	1447	3493
293	1452	3486
294	1453	3474
295	1455	3462
296	1459	3455
297	1462	3446
298	1468	3443
299	1472	3436
300	1475	3426
301	1479	3418
302	1481	3407
303	1483	3397
304	1488	3392
305	1491	3381
306	1494	3374
307	1502	3375
308	1505	3367
309	1508	3357
310	1518	3364
311	1526	3367
312	1528	3355
313	1531	3345
314	1533	3335
315	1536	3325
316	1540	3319
317	1543	3309
318	1548	3306
319	1551	3297
320	1557	3293
321	1563	3291
322	1566	3282
323	1568	3272
324	1575	3271
325	1577	3261
326	1580	3252
327	1590	3258
328	1594	3251
329	1596	3241
330	1602	3239
331	1606	3233
332	1610	3226
333	1615	3221
334	1618	3213
335	1623	3208
336	1626	3199
337	1630	3194
338	1633	3184
339	1636	3177
340	1639	3167
341	1643	3161
342	1649	3159
343	1651	3150
344	1654	3140
345	1655	3130
346	1660	3124
347	1664	3118
348	1673	3122
349	1678	3118
350	1681	3109
351	1685	3102
352	1687	3093
353	1693	3090
354	1698	3085
355	1701	3077
356	1704	3069
357	1708	3064
358	1710	3054
359	1713	3045
360	1716	3037
361	1718	3028
362	1722	3023
363	1725	3014
364	1727	3005
365	1729	2996
366	1731	2986
367	1733	2977
368	1738	2972
369	1741	2964
370	1742	2955
371	1745	2946
372	1748	2938
373	1752	2932
374	1753	2923
375	1756	2914
376	1758	2906
377	1762	2900
378	1766	2894
379	1769	2886
380	1776	2886
381	1778	2877
382	1782	2871
383	1785	2863
384	1787	2854
385	1789	2845
386	1791	2837
387	1793	2828
388	1794	2819
389	1799	2814
390	1801	2805
391	1805	2800
392	1807	2792
393	1810	2784
394	1814	2778
395	1815	2769
396	1818	2761
397	1820	2752
398	1822	2744
399	1824	2736
400	1828	2732
401	1832	2726
402	1834	2718
403	1837	2710
404	1839	2701
405	1843	2696
406	1845	2689
407	1848	2681
408	1850	2673
409	1853	2667
410	1858	2662
411	1860	2654
412	1863	2648
413	1865	2640
414	1867	2632
415	1870	2625
416	1874	2621
417	1877	2613
418	1880	2607
419	1882	2599
420	1884	2592
421	1888	2586
422	1891	2579
423	1893	2572
424	1895	2564
425	1897	2556
426	1899	2548
427	1901	2541
428	1904	2534
429	1906	2527
430	1908	2520
431	1910	2512
432	1913	2505
433	1915	2497
434	1920	2494
435	1922	2487
436	1925	2481
437	1927	2473
438	1930	2466
439	1934	2462
440	1936	2454
441	1939	2447
442	1942	2442
443	1952	2444
444	1957	2441
445	1960	2435
446	1965	2431
447	1967	2424
448	1972	2420
449	1976	2416
450	1981	2412
451	1983	2405
452	1985	2397
453	1987	2390
454	1990	2383
455	1996	2381
456	1998	2374
457	2000	2367
458	2003	2361
459	2005	2354
460	2009	2349
461	2011	2342
462	2013	2335
463	2016	2329
464	2019	2324
465	2024	2320
466	2028	2314
467	2030	2307
468	2032	2301
469	2035	2295
470	2040	2291
471	2045	2288
472	2049	2283
473	2053	2278
474	2056	2272
475	2058	2266
476	2060	2259
477	2062	2252
478	2065	2246
479	2071	2243
480	2073	2237
481	2076	2231
482	2079	2226
483	2082	2219
484	2085	2214
485	2089	2210
486	2091	2203
487	2093	2196
488	2096	2190
489	2100	2186
490	2103	2180
491	2107	2176
492	2110	2170
493	2112	2164
494	2115	2158
495	2117	2151
496	2120	2146
497	2122	2139
498	2126	2134
499	2131	2131
500	2134	2125
501	2136	2119
502	2138	2112
503	2140	2106
504	2142	2099
505	2144	2093
506	2146	2087
507	2149	2081
508	2151	2075
509	2153	2068
510	2157	2064
511	2159	2057
512	2160	2051
513	2162	2044
514	2164	2038
515	2166	2031
516	2168	2025
517	2170	2019
518	2172	2013
519	2174	2007
520	2176	2001
521	2178	1994
522	2180	1988
523	2181	1981
524	2184	1976
525	2188	1972
526	2191	1966
527	2194	1961
528	2196	1955
529	2198	1949
530	2201	1944
531	2203	1938
532	2205	1932
533	2208	1926
534	2210	1920
535	2212	1915
536	2215	1910
537	2217	1904
538	2219	1898
539	2221	1892
540	2223	1886
541	2224	1880
542	2226	1873
543	2230	1870
544	2233	1864
545	2235	1858
546	2236	1852
547	2238	1846
548	2240	1840
549	2242	1834
550	2245	1829
551	2247	1823
552	2249	1818
553	2251	1812
554	2252	1806
555	2254	1800
556	2256	1794
557	2258	1789
558	2260	1783
559	2262	1777
560	2264	1771
561	2266	1766
562	2267	1760
563	2269	1754
564	2271	1748
565	2273	1743
566	2274	1737
567	2276	1731
568	2279	1726
569	2281	1720
570	2282	1715
571	2284	1709
572	2286	1703
573	2288	1698
574	2289	1692
575	2291	1686
576	2293	1681
577	2294	1675
578	2296	1669
579	2298	1664
580	2300	1658
581	2302	1653
582	2303	1647
583	2305	1642
584	2307	1636
585	2308	1630
586	2310	1625
587	2311	1619
588	2313	1614
589	2314	1608
590	2316	1603
591	2318	1597
592	2320	1592
593	2321	1586
594	2323	1581
595	2325	1576
596	2327	1570
597	2328	1565
598	2330	1560
599	2332	1554
600	2333	1549
601	2335	1544
602	2337	1538
603	2338	1533
604	2340	1528
605	2342	1522
606	2343	1517
607	2345	1512
608	2347	1506
609	2348	1501
610	2350	1496
611	2352	1491
612	2354	1486
613	2355	1480
614	2357	1475
615	2359	1470
616	2360	1465
617	2362	1460
618	2364	1455
619	2365	1450
620	2367	1445
621	2369	1439
622	2371	1434
623	2372	1429
624	2374	1424
625	2376	1419
626	2378	1414
627	2379	1409
628	2381	1404
629	2382	1399
630	2384	1394
631	2386	1389
632	2388	1384
633	2389	1379
634	2391	1374
635	2392	1369
636	2394	1364
637	2396	1359
638	2398	1354
639	2399	1349
640	2401	1345
641	2404	1340
642	2406	1336
643	2409	1331
644	2411	1327
645	2413	1322
646	2415	1317
647	2417	1313
648	2419	1308
649	2421	1303
650	2424	1299
651	2426	1294
652	2429	1290
653	2431	1286
654	2432	1281
655	2434	1276
656	2436	1271
657	2437	1266
658	2439	1262
659	2440	1257
660	2442	1252
661	2443	1247
662	2445	1242
663	2447	1238
664	2448	1233
665	2450	1228
666	2451	1224
667	2453	1219
668	2455	1214
669	2456	1209
670	2459	1205
671	2461	1201
672	2463	1196
673	2465	1192
674	2466	1187
675	2468	1183
676	2470	1178
677	2472	1174
678	2474	1169
679	2475	1165
680	2477	1160
681	2479	1155
682	2480	1151
683	2482	1146
684	2483	1142
685	2485	1137
686	2487	1133
687	2488	1128
688	2490	1124
689	2491	1119
690	2493	1114
691	2495	1110
692	2496	1106
693	2498	1101
694	2500	1097
695	2502	1092
696	2503	1088
697	2505	1084
698	2507	1079
699	2508	1075
700	2510	1070
701	2511	1066
702	2513	1061
703	2515	1057
704	2516	1053
705	2518	1048
706	2519	1044
707	2521	1039
708	2523	1035
709	2524	1031
710	2526	1026
711	2527	1022
712	2529	1018
713	2531	1013
714	2532	1009
715	2534	1005
716	2536	1001
717	2537	996
718	2540	992
719	2541	988
720	2543	984
721	2544	979
722	2546	975
723	2548	971
724	2549	967
725	2551	962
726	2552	958
727	2554	954
728	2556	950
729	2558	946
730	2560	942
731	2561	937
732	2563	933
733	2565	929
734	2567	925
735	2568	921
736	2570	917
737	2571	913
738	2573	908
739	2575	904
740	2577	900
741	2578	896
742	2580	892
743	2581	888
744	2583	884
745	2585	880
746	2586	876
747	2587	871
748	2589	867
749	2591	863
750	2593	859
751	2594	855
752	2596	851
753	2598	847
754	2599	843
755	2601	839
756	2603	835
757	2604	831
758	2606	827
759	2607	823
760	2609	819
761	2610	815
762	2613	811
763	2614	807
764	2616	803
765	2617	799
766	2619	795
767	2621	791
768	2623	787
769	2624	784
770	2626	780
771	2628	776
772	2629	772
773	2631	768
774	2632	764
775	2634	760
776	2635	756
777	2638	752
778	2639	748
779	2642	745
780	2644	741
781	2646	737
782	2648	733
783	2650	730
784	2652	726
785	2653	722
786	2655	718
787	2657	714
788	2658	711
789	2660	707
790	2662	703
791	2664	699
792	2666	695
793	2667	692
794	2670	688
795	2672	684
796	2673	681
797	2675	677
798	2677	673
799	2678	669
800	2680	665
801	2681	662
802	2683	658
803	2684	654
804	2686	650
805	2687	646
806	2689	643
807	2691	639
808	2692	635
809	2694	631
810	2695	628
811	2697	624
812	2698	620
813	2700	617
814	2701	613
815	2703	609
816	2704	605
817	2705	602
818	2707	598
819	2709	594
820	2710	590
821	2712	587
822	2713	583
823	2715	580
824	2717	576
825	2718	572
826	2720	569
827	2721	565
828	2723	561
829	2725	558
830	2727	554
831	2728	551
832	2730	547
833	2732	543
834	2734	540
835	2736	536
836	2737	533
837	2739	529
838	2741	526
839	2742	522
840	2744	518
841	2746	515
842	2747	511
843	2749	508
844	2750	504
845	2752	501
846	2754	497
847	2755	493
848	2757	490
849	2758	486
850	2760	483
851	2762	479
852	2763	476
853	2765	472
854	2767	469
855	2768	465
856	2770	462
857	2771	458
858	2773	455
859	2775	451
860	2777	448
861	2778	444
862	2781	441
863	2783	438
864	2785	434
865	2786	431
866	2788	427
867	2789	424
868	2791	420
869	2793	417
870	2794	413
871	2796	410
872	2798	407
873	2800	403
874	2801	400
875	2803	396
876	2805	393
877	2807	390
878	2809	386
879	2811	383
880	2812	379
881	2814	376
882	2816	373
883	2818	369
884	2819	366
885	2821	363
886	2823	359
887	2824	356
888	2826	352
889	2827	349
890	2829	346
891	2830	342
892	2832	339
893	2834	336
894	2836	332
895	2837	329
896	2840	326
897	2842	322
898	2843	319
899	2845	316
900	2847	312
901	2849	309
902	2851	306
903	2852	302
904	2854	299
905	2855	296
906	2857	292
907	2859	289
908	2860	286
909	2862	283
910	2863	279
911	2864	276
912	2869	273
913	2871	270
914	2872	266
915	2874	263
916	2876	260
917	2878	257
918	2880	253
919	2882	250
920	2883	247
921	2885	244
922	2887	240
923	2889	237
924	2890	234
925	2892	231
926	2894	227
927	2896	224
928	2897	221
929	2899	218
930	2901	215
931	2903	211
932	2905	208
933	2907	205
934	2909	202
935	2911	199
936	2913	195
937	2914	192
938	2916	189
939	2918	186
940	2920	183
941	2922	179
942	2924	176
943	2926	173
944	2927	170
945	2929	167
946	2931	164
947	2933	160
948	2935	157
949	2937	154
950	2939	151
951	2941	148
952	2943	145
953	2945	142
954	2946	138
955	2948	135
956	2950	132
957	2952	129
958	2953	126
959	2955	123
960	2957	120
961	2958	116
962	2960	113
963	2962	110
964	2964	107
965	2966	104
966	2967	101
967	2969	98
968	2971	95
969	2972	91
970	2974	88
971	2978	85
972	2980	82
973	2981	79
974	2983	76
975	2985	73
976	2990	70
977	2992	67
978	2994	64
979	2996	61
980	2998	58
981	3001	55
982	3003	51
983	3005	48
984	3009	45
985	3011	42
986	3019	39
987	3021	36
988	3023	33
989	3025	30
990	3027	27
991	3030	24
992	3032	21
993	3033	18
994	3035	15
995	3037	12
996	3039	9
997	3040	6
998	3043	3
999	3045	0
